customer_id,signup_date,last_activity_ts,plan_type,monthly_data_gb,avg_call_minutes,num_support_tickets_last_3m,num_dropped_calls_last_30d,payment_method,auto_pay,last_bill_amount,is_promo,city,region,device_type,contract_type,data_overage_gb_last_3m,intl_call_minutes_last_3m,complaints_last_3m,net_promoter_score,age,gender,churn
100044,2024-11-28 19:05:54.215376384,2025-07-30 06:03:31.044488960,Standard,4.578973216633486,348.65239410530694,0,2,credit_card,0,109.96337782259153,0,Aswan,Delta,Android,month-to-month,0.0,47.44894785688345,1,-9.0,42,M,0
100045,2024-10-24 16:25:04.902823168,2025-05-04 21:30:00.790952960,Basic,14.06390241774651,151.2706334768623,2,2,wallet,0,102.32765511783309,0,Aswan,UpperEgypt,Android,month-to-month,0.0,2.2020593302841895,1,-4.0,22,M,1
100046,2023-05-10 19:26:14.497860352,2025-06-10 22:25:21.274851584,Basic,9.027974489114685,230.4202260957383,1,0,debit_card,0,89.33898243887438,0,Alexandria,Delta,Android,month-to-month,0.0,17.751270805002072,0,,24,M,1
100047,2023-01-04 04:40:47.025314816,2025-06-20 07:44:56.525901824,Basic,6.126530311046258,219.00122142733113,1,5,wallet,1,82.28894360617718,0,Alexandria,Delta,Android,month-to-month,1.8371198861733797,52.12782184646805,0,-3.0,74,M,0
100048,2024-05-21 13:07:19.940970240,2025-05-14 12:00:32.612121088,Basic,12.464012067430767,194.18363434898038,0,1,credit_card,1,107.11541355439262,0,Cairo,Alex,Android,one-year,0.0,78.19531378382821,1,,32,F,0
100049,2022-06-28 11:08:02.823569408,2025-05-31 22:31:08.808901120,Standard,34.68631031868581,269.83384036152046,0,3,debit_card,0,167.2788034986276,0,Giza,UpperEgypt,Android,one-year,1.4980720115690809,13.538998273764971,0,-7.0,27,F,1
100050,2022-09-13 06:47:11.722045696,2025-07-30 20:43:32.032726528,Premium,39.5941967857246,285.4644193004806,1,1,debit_card,0,165.28814459814342,1,Cairo,Giza,Android,month-to-month,0.0,5.0096992418511235,0,5.0,69,M,0
100051,2022-01-10 09:38:19.835983872,2025-05-02 11:50:12.651375104,Standard,9.740595801143249,1422.2949015548431,1,2,cash,1,106.93123933208007,1,Aswan,Delta,Android,two-year,0.0,55.57215135331208,0,-1.0,33,F,0
100052,2024-10-01 21:39:29.958067968,2025-06-11 15:08:15.046100992,Standard,16.93487779690001,171.85521891079,1,0,credit_card,1,100.86397752887552,0,Giza,Alex,Android,one-year,3.409295664731977,0.0,0,-2.0,34,M,0
100053,2024-04-29 00:20:56.590197248,2025-07-17 12:34:53.057113600,Standard,20.053927461308678,118.32130445330537,0,2,credit_card,1,115.47301325671496,0,Asyut,Alex,Android,month-to-month,0.0,0.299340687090222,0,-3.0,66,F,1
100054,2024-06-19 11:54:30.686903808,2025-05-30 19:10:26.357103104,Premium,14.12064707060436,270.99107492245827,3,2,cash,1,105.95629286060802,1,Giza,Giza,Android,two-year,0.0,36.64838856364409,0,4.0,61,F,0
100055,2024-09-23 23:47:00.033940480,2025-06-14 03:23:42.338700032,Premium,30.508689740057314,209.52647668138786,3,0,wallet,0,144.97251814088693,0,Suez,Delta,iOS,month-to-month,5.044270297397093,82.14213614124768,0,-3.0,50,F,1
100056,2023-08-10 00:51:02.479316480,2025-07-29 23:31:30.024119296,Basic,12.572444042479278,397.06499037494285,1,4,credit_card,1,116.7791414813768,0,Aswan,UpperEgypt,Android,two-year,0.0,8.780340388810142,0,3.0,67,M,0
100057,2023-12-28 06:46:48.624831488,2025-06-13 16:31:40.997778176,Premium,11.399592995294562,400.7607756811957,1,3,credit_card,0,130.72636392223905,0,Alexandria,Alex,Android,one-year,8.136554849216925,20.75610191370668,1,-10.0,31,F,1
100058,2022-06-28 12:29:54.235019264,2025-05-13 01:04:27.325990144,Basic,10.051290200342368,409.2551835516832,1,1,debit_card,1,119.2685258585044,0,Suez,Cairo,Android,month-to-month,0.0,32.78259199789199,2,-5.0,64,M,0
100059,2022-05-27 06:07:03.697430016,2025-05-05 18:12:03.792957696,Premium,14.065324017352953,174.79112791722295,1,3,credit_card,0,112.73132685356333,0,Alexandria,Cairo,Android,month-to-month,0.0,18.18207469912522,0,-1.0,56,M,0
100060,2024-05-03 13:12:50.302635776,2025-07-26 23:28:47.251010560,Premium,2.433907824406955,295.54952693936747,0,0,credit_card,1,108.8014227626572,0,Aswan,Cairo,iOS,one-year,4.917747237259164,0.0,0,-6.0,51,F,0
100061,2023-08-25 14:09:23.493148928,2025-05-25 10:54:25.864240896,Standard,,319.67620138011875,0,3,debit_card,1,118.44366569775941,0,Aswan,Alex,FeaturePhone,one-year,0.0,50.04892933770062,0,-8.0,39,M,0
100062,2023-12-23 19:21:22.289167616,2025-06-16 08:58:23.180500224,Basic,17.49863053478165,310.6683386835522,1,1,debit_card,1,136.82933169571913,0,Tanta,Cairo,Android,one-year,6.205815246692194,34.6581258575759,0,,24,M,0
100063,2024-09-03 21:41:05.935510784,2025-05-09 08:16:10.198295808,Standard,18.095520701880982,221.64816446449132,0,2,credit_card,0,111.80797287640921,1,Suez,Giza,Android,month-to-month,3.0837533286673646,39.17163616617155,1,1.0,51,F,1
100064,2024-03-21 12:50:49.456961280,2025-06-08 23:25:49.822232832,Basic,8.698631662920697,352.33319223722606,2,2,credit_card,1,117.01892326045937,1,Luxor,Delta,Android,one-year,10.190031179628917,26.457403443819267,1,10.0,64,F,0
100065,2023-12-08 22:06:05.296918528,2025-07-25 13:40:22.751415552,Standard,17.910147820082088,250.03799890932183,0,0,wallet,0,113.31909866170358,0,Tanta,Delta,Android,month-to-month,1.3388919702349886,67.82938107167863,1,4.0,23,M,0
100066,2023-12-16 02:34:51.825091584,2025-06-16 05:19:40.403773440,Basic,17.71068736318464,260.24848999483515,1,2,debit_card,1,120.15424635512814,0,Alexandria,Delta,Android,month-to-month,5.662056529969663,17.386531858867613,0,8.0,27,F,0
100067,2023-01-24 03:27:45.379522560,2025-07-29 08:15:59.094646528,Standard,17.921973872245157,126.97332385782852,0,1,cash,0,111.79728832107646,0,Tanta,Delta,Android,month-to-month,0.16089915079824357,3.0737428397162,1,1.0,69,M,0
100068,2022-02-09 08:30:17.977817600,2025-05-24 19:30:32.713272576,Premium,24.83263278053422,301.5811975658391,0,2,credit_card,1,147.79355154837768,1,Asyut,Cairo,Android,one-year,3.7212178421690103,71.59267314700439,0,-10.0,68,F,0
100069,2023-07-12 16:30:52.362696448,2025-06-16 10:02:09.201358592,Basic,8.477939596572753,,0,1,cash,0,83.93114214584389,0,Giza,UpperEgypt,Android,one-year,0.0,0.0,0,-7.0,52,M,0
100070,2022-10-02 00:35:27.789262592,2025-07-19 01:50:38.357934080,Basic,14.214885869600199,287.182308968042,1,1,cash,0,107.31927017994235,1,Luxor,Giza,Android,month-to-month,4.913969763512393,26.155047614489987,1,5.0,44,M,0
100071,2023-06-06 16:35:09.142341632,2025-06-11 05:44:28.315876608,Standard,5.2618311822919575,268.80909598436943,1,1,credit_card,1,94.927088184334,0,Tanta,Cairo,Android,one-year,4.717143018251037,28.112310254541132,1,2.0,18,M,1
100072,2024-12-25 19:05:50.602281728,2025-05-26 17:06:29.235034624,Standard,23.642620967089982,264.4749261331017,0,2,debit_card,1,132.6123125253303,0,Luxor,UpperEgypt,iOS,two-year,0.0,27.13619209873644,0,7.0,70,M,0
100073,2022-10-26 17:46:38.506083584,2025-07-18 16:53:22.568736000,Basic,9.300246276282959,246.34291420266527,0,1,debit_card,0,86.7061190400829,0,Luxor,Alex,Android,month-to-month,1.759629604879893,0.0,0,-2.0,50,M,0
100074,2022-03-16 10:51:44.738231296,2025-06-05 20:52:33.410174720,Basic,26.828232010237162,312.9279787728363,1,1,credit_card,0,147.79556402681743,1,Cairo,Giza,iOS,month-to-month,0.0,0.3738758938121478,0,9.0,22,F,0
100075,2022-12-26 07:51:12.681684480,2025-06-18 19:50:13.295979520,Standard,27.318542246096094,234.0885970491947,0,4,cash,0,140.75344327116954,1,Giza,Giza,Android,month-to-month,0.6774016816773236,53.94975920613314,0,-3.0,39,M,0
100076,2023-01-10 22:03:41.356920064,2025-07-29 20:10:18.345520640,Standard,14.995855114151297,133.58420644376133,0,1,credit_card,0,102.26337828022561,0,Giza,Alex,Android,month-to-month,0.0,64.63350493120598,0,7.0,66,F,0
100077,2024-04-25 06:25:02.436059392,2025-05-18 03:45:18.413355264,Standard,14.563460174805229,295.5164485099147,1,2,debit_card,1,120.19422585558294,0,Asyut,Alex,Android,month-to-month,0.0,19.567245854488874,1,-7.0,70,F,0
100078,2023-12-13 07:55:17.057839872,2025-05-28 17:29:33.381161472,Basic,6.670806243058682,185.2795580070689,2,3,wallet,1,88.93018228102044,0,Mansoura,Cairo,Android,one-year,0.0,6.733407029331076,0,-1.0,54,F,0
100079,2024-09-28 00:54:44.325696000,2025-05-03 20:36:06.037035264,Standard,16.63860436007769,144.05905258542882,1,2,credit_card,1,99.85703140266837,0,Cairo,Cairo,iOS,month-to-month,0.0,0.0,0,10.0,26,F,1
100080,2024-04-28 07:52:52.982233600,2025-06-06 01:10:39.588532992,Basic,24.720255173831212,168.22053326859213,2,1,credit_card,1,125.33606351173465,0,Asyut,UpperEgypt,iOS,one-year,0.0,53.514244150095344,0,,27,F,0
100081,2023-06-03 22:56:40.305895168,2025-05-19 10:00:18.053032960,Basic,19.122596521200574,272.66659034855365,1,2,credit_card,1,132.49545988415943,0,Mansoura,Alex,Android,two-year,0.0,54.991169900163385,0,-2.0,37,F,0
100082,2024-11-05 12:05:48.297280768,2025-07-02 13:31:01.694570240,Standard,32.411748271026624,242.278495752412,1,4,,1,150.91174131646338,1,Ismailia,UpperEgypt,Android,month-to-month,0.0,0.0,1,8.0,62,F,1
100083,2022-08-02 05:23:09.777592576,2025-05-17 16:21:28.011437824,Basic,13.297937191328588,79.38535762617221,1,2,credit_card,0,88.0226422716662,0,Suez,Delta,Android,month-to-month,1.5425274375677178,0.0,1,-1.0,62,M,0
100084,2022-01-30 00:04:46.622663424,2025-07-02 01:59:11.606323712,Standard,13.288078619785583,219.30752455578644,2,1,credit_card,1,93.11679636299317,0,Ismailia,Delta,iOS,month-to-month,0.0,33.42043910564926,0,9.0,61,F,0
100085,2022-04-25 23:47:12.613386752,2025-05-25 05:45:13.483591424,Premium,9.68215805015492,343.53849799798115,1,3,debit_card,0,108.32980116437554,0,Asyut,Giza,Android,one-year,0.0,36.65452609095102,0,-9.0,31,F,0
100086,2024-07-11 10:52:09.757488128,2025-06-02 16:19:15.519862528,Standard,43.40735076420459,213.8963463253297,2,4,cash,0,182.67017526112883,0,Aswan,UpperEgypt,iOS,month-to-month,0.0,18.06680541333766,0,7.0,36,F,1
100087,2023-08-13 19:36:48.069880320,2025-06-02 02:17:03.550986240,Standard,6.630958733773688,236.7618757257926,0,0,debit_card,1,74.44963865943794,0,Cairo,Delta,Android,one-year,2.812627493389947,29.176273660922373,1,4.0,36,M,0
100088,2022-07-25 22:39:26.941758720,2025-07-05 22:35:16.311700480,Basic,23.796700890103423,333.43931498617223,0,0,wallet,1,134.27368067113088,0,Suez,Delta,Android,one-year,0.0,23.81902313384468,0,-7.0,60,M,0
100089,2023-10-02 20:01:12.962524416,2025-06-12 22:03:08.830834176,Basic,24.986534802095875,313.6391406563629,0,2,credit_card,0,132.45642918692897,0,Tanta,Giza,Android,one-year,0.0,30.6607029969127,0,-5.0,62,F,1
100090,2022-07-14 12:03:40.766231552,2025-06-03 05:44:52.687200256,Basic,24.43339024911645,,0,1,debit_card,0,150.56430222027475,0,Cairo,Alex,iOS,month-to-month,0.0,7.477262991052871,0,7.0,19,F,0
100091,2024-06-08 04:49:36.679376896,2025-07-18 10:35:27.469100800,Standard,10.169199936259936,28.19571119570378,1,2,debit_card,0,62.94376077264649,0,Cairo,Giza,Android,two-year,0.0,29.693710820151395,0,5.0,59,M,0
100092,2023-07-24 17:47:51.121654528,2025-06-22 14:52:01.133096704,Premium,7.392192552752941,388.6818430753689,1,0,credit_card,1,106.71918891251777,0,Mansoura,UpperEgypt,Android,two-year,2.469791753576087,13.14082778452261,0,-7.0,40,M,0
100093,2023-05-02 13:32:18.734658048,2025-05-20 16:08:18.432174336,Basic,,,0,2,wallet,0,123.3119985039548,0,Mansoura,UpperEgypt,Android,one-year,0.0,11.05722794660073,1,-9.0,38,M,0
100094,2023-01-21 00:44:33.029534720,2025-07-22 19:24:05.551708416,Basic,22.02811926006341,446.918113121932,2,2,debit_card,1,151.26468265530653,0,Alexandria,Giza,Android,month-to-month,0.0,0.0,0,-4.0,47,F,0
100095,2024-03-15 20:54:03.290067712,2025-06-01 12:34:18.673112064,Basic,11.520782858113009,187.4139175380573,1,3,credit_card,1,94.02367959157664,0,Suez,Cairo,Android,one-year,0.0,25.611475389281633,0,-4.0,45,M,0
100096,2023-04-08 00:49:58.397665024,2025-05-04 14:03:59.276168704,Standard,13.8422017239596,108.92395154808719,0,0,credit_card,0,98.2696465589131,0,Tanta,Giza,iOS,two-year,1.7539801000419897,50.074339169781794,3,3.0,74,F,0
100097,2022-04-22 22:17:41.017919488,2025-06-15 12:04:38.260327936,Standard,11.637330012803321,250.5774765380141,0,3,credit_card,1,112.44685908979216,0,Alexandria,Giza,Android,one-year,3.260617075118862,21.86037765968964,0,5.0,50,M,1
100098,2022-05-31 16:38:41.597482496,2025-05-12 09:39:18.807139584,Standard,17.257259488785518,227.9702136194271,1,0,wallet,1,115.079277199473,0,Aswan,Cairo,iOS,one-year,0.0,21.162921529905766,1,-5.0,65,M,0
100099,2025-05-13 08:14:22.643208704,2025-05-22 22:32:02.067807744,Premium,16.64817239098567,302.2931186891857,1,1,credit_card,1,103.938244982911,0,Tanta,UpperEgypt,Android,month-to-month,1.4302822859984539,61.39297833939209,0,-2.0,69,M,1
100100,2025-03-06 06:10:51.631704320,2025-07-08 17:37:14.904817664,Basic,35.41035321484859,335.99426756690843,0,4,wallet,1,181.3071721309776,0,Suez,Alex,iOS,month-to-month,0.0,55.62456011138059,1,-7.0,74,F,1
100101,2024-06-12 12:37:27.253314816,2025-05-13 00:42:00.014165760,Standard,22.28230493065455,243.01646840964023,1,1,credit_card,0,133.20952640808287,0,Asyut,Cairo,iOS,one-year,1.3284535853816177,73.36456802042314,0,-10.0,56,F,0
100102,2022-12-06 12:22:57.283720960,2025-07-14 05:43:58.250545152,Standard,7.630526322463681,230.74335633498194,0,2,wallet,1,91.88604051958463,0,Suez,Delta,Android,two-year,0.0,86.42713062063808,0,9.0,72,F,0
100103,2025-05-22 15:19:03.406630912,2025-07-26 04:41:28.651895296,Basic,8.014831379705281,291.8175855612902,0,0,cash,1,83.37586221950434,0,Ismailia,Giza,iOS,month-to-month,0.0,31.487179507374627,0,6.0,52,M,0
100104,2024-09-21 11:09:27.737077248,2025-06-25 19:13:22.359722496,Premium,24.017962787843892,229.4937067446002,0,3,credit_card,1,130.60780881873336,0,Cairo,Cairo,Android,month-to-month,0.0,1.070810827583852,1,6.0,39,M,0
100105,2024-07-04 11:15:01.862441472,2025-07-05 08:28:23.145550848,Basic,16.551239726139386,222.801431928257,0,5,credit_card,1,106.65442466772043,0,Giza,Alex,Android,month-to-month,5.98035633064444,16.971537264074005,0,10.0,65,M,1
100106,2023-07-28 20:01:52.743730432,2025-07-05 15:35:57.244832000,Standard,42.06745319758022,332.9707950940229,0,4,cash,1,178.73547839963706,0,Suez,Alex,Android,month-to-month,0.0,44.32505127966603,0,,69,M,0
100107,2022-12-14 15:39:33.794749440,2025-07-31 08:07:11.890751488,Standard,42.00494463775874,350.7822285522858,1,2,credit_card,0,188.99898900402368,0,Asyut,Delta,Android,one-year,0.0,66.00263114043153,0,-3.0,35,M,0
100108,2022-05-04 02:11:24.749089792,2025-06-01 10:06:59.338588160,Premium,,336.7172995090475,0,1,credit_card,0,103.50683496258881,1,Alexandria,Giza,Android,month-to-month,0.0,3.7784325018900837,1,5.0,73,M,0
100109,2025-02-26 14:57:29.697392384,2025-05-15 23:35:14.154518016,Standard,19.27886316491598,236.54162298195797,1,2,cash,0,118.09052978932603,0,Cairo,Delta,iOS,one-year,0.0,36.381955863966915,0,3.0,43,F,0
100110,2023-08-06 00:37:54.230953984,2025-06-17 18:19:16.516887040,Basic,8.076567137701238,78.81688097974535,1,1,wallet,0,83.99011687499646,0,Luxor,Delta,iOS,month-to-month,0.0,10.178455663083021,0,6.0,31,M,0
100111,2022-09-16 10:01:56.655279104,2025-06-19 01:24:56.088390400,Premium,23.805919137946873,238.14351308857215,0,6,cash,1,135.3737262746792,0,Cairo,Delta,Android,one-year,0.0,26.333643111091128,0,-3.0,57,F,0
100112,2023-01-26 16:57:31.021089024,2025-05-17 08:49:50.786968576,Standard,38.047629345388586,189.3615989858361,0,0,wallet,0,160.0911146771235,1,Tanta,UpperEgypt,iOS,month-to-month,2.9221079226721542,25.959664935129418,0,-9.0,32,M,0
